"prix","produits","régions","Unit","Date","Value"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2021M11","300"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2021M12","294"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2022M1","300"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2022M2","294"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2022M3","305.555555555556"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2022M4","304.166666666667"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2022M5","337.5"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2022M6","366.666666666667"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2022M7","400"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2022M8","400"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2022M9","400"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2022M10","377.777777777778"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2022M11","394.444444444444"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2022M12","375"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2023M1","375"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2023M2","362.5"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2023M3","350"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2023M4","358.333333333333"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2023M5","350"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2023M6","400"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2023M7","400"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2023M8","381.25"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2016M1","225"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2016M2","208"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2016M3","208.333333333333"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2016M4","214.285714285714"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2016M5","230.555555555556"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2016M6","234.375"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2016M7","217.857142857143"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2016M8","212.5"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2016M9","233"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2016M10","233.333333333333"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2016M11","237.5"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2016M12","229.166666666667"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2017M1","238.333333333333"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2017M2","237.5"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2017M3","284.444444444444"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2017M4","237.5"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2017M5","244.444444444444"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2017M6","250"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2017M7","250"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2017M8","239.285714285714"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2017M9","246.428571428571"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2017M10","260"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2017M11","265.625"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2017M12","250"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2018M1","242.5"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2018M2","232.777777777778"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2018M3","221.428571428571"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2018M4","230"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2018M5","237.5"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2018M6","250"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2018M7","250"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2018M8","250"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2018M9","240"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2018M10","237.5"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2018M11","237.5"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2018M12","238.888888888889"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2019M1","235.714285714286"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2019M2","239.285714285714"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2019M3","236.111111111111"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2019M4","238.888888888889"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2019M5","236.111111111111"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2019M6","225"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2019M7","225"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2019M8","225"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2019M9","225"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2019M10","225"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2019M11","225"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2019M12","225"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2020M1","225"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2020M2","225"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2020M3","225"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2020M4","225"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2020M5","225"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2020M6","225"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2020M7","252.777777777778"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2020M8","260.416666666667"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2020M9","262.5"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2020M10","257.5"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2020M11","232.142857142857"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2020M12","225"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2021M1","231.25"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2021M2","225"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2021M3","225"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2021M4","225"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2021M7","236"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2021M8","246"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2021M9","255"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2021M10","267"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2021M11","262"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2021M12","271"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2022M1","268.75"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2022M2","287.5"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2022M3","297.222222222222"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2022M4","317.857142857143"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2022M5","394.444444444444"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2022M6","384.375"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2022M10","412.5"
"Prix au détail du produit importé","Maïs","SAINT-LOUIS","FCFA/kg","2022M11","392.857142857143"
"Prix au détail du produit importé","Maïs","SEDHIOU","FCFA/kg","2017M9","275"
"Prix au détail du produit importé","Maïs","SEDHIOU","FCFA/kg","2019M3","250"
"Prix au détail du produit importé","Maïs","SEDHIOU","FCFA/kg","2019M4","225"
"Prix au détail du produit importé","Maïs","SEDHIOU","FCFA/kg","2022M9","400"
"Prix au détail du produit importé","Maïs","SEDHIOU","FCFA/kg","2022M10","400"
"Prix au détail du produit importé","Maïs","SEDHIOU","FCFA/kg","2023M3","400"
"Prix au détail du produit importé","Maïs","SEDHIOU","FCFA/kg","2023M4","400"
"Prix au détail du produit importé","Maïs","SEDHIOU","FCFA/kg","2023M5","337.5"
"Prix au détail du produit importé","Maïs","TAMBACOUNDA","FCFA/kg","2017M3","200"
"Prix au détail du produit importé","Maïs","TAMBACOUNDA","FCFA/kg","2017M4","200"
"Prix au détail du produit importé","Maïs","TAMBACOUNDA","FCFA/kg","2021M5","200"
"Prix au détail du produit importé","Maïs","TAMBACOUNDA","FCFA/kg","2021M7","200"
"Prix au détail du produit importé","Maïs","TAMBACOUNDA","FCFA/kg","2021M8","225"
"Prix au détail du produit importé","Maïs","TAMBACOUNDA","FCFA/kg","2021M9","200"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2016M1","199.5"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2016M2","210.3125"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2016M3","212.75"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2016M4","208.461538461538"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2016M5","225"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2016M6","244.444444444444"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2016M7","247.058823529412"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2016M8","275"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2016M9","275"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2016M10","271.111111111111"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2016M11","260.357142857143"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2016M12","233.823529411765"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2017M1","212.352941176471"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2017M2","202.5"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2017M3","209.722222222222"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2017M4","239.0625"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2017M5","231.25"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2017M6","237.5"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2017M7","230.357142857143"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2017M8","231.944444444444"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2017M9","227.941176470588"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2017M10","229.545454545455"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2017M11","250.882352941176"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2017M12","219.117647058824"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2018M1","213"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2018M2","212.666666666667"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2018M3","216.111111111111"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2018M4","210.909090909091"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2018M5","233.125"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2018M6","221.538461538462"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2018M7","234.615384615385"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2018M8","239"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2018M9","245"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2018M10","243.75"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2018M11","226.333333333333"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2018M12","215.714285714286"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2019M1","226.071428571429"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2019M2","228.571428571429"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2019M3","231.25"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2019M4","227.5"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2019M5","235"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2019M6","229"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2019M7","227.777777777778"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2019M8","223.611111111111"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2019M9","225"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2019M10","230.357142857143"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2019M11","220.625"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2019M12","225.555555555556"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2020M1","213.888888888889"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2020M2","210"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2020M3","210"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2020M4","210"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2020M5","265"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2020M6","265"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2020M7","232.894736842105"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2020M8","227.941176470588"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2020M9","220.588235294118"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2020M10","213.888888888889"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2020M11","222.352941176471"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2020M12","218.846153846154"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2021M1","231.666666666667"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2021M2","250"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2021M3","241.363636363636"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2021M4","241.25"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2021M5","255.555555555556"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2021M6","251.470588235294"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2021M7","250"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2021M8","250"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2021M9","250"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2021M10","250"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2021M11","256"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2021M12","263"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2022M1","262.5"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2022M2","262.5"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2022M3","307.5"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2022M4","337.5"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2022M5","344.444444444444"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2022M6","360.714285714286"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2022M7","383.928571428571"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2022M8","385.714285714286"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2022M9","387.5"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2022M10","369.444444444444"
"Prix au détail du produit importé","Maïs","THIES","FCFA/kg","2022M11","360.714285714286"
