"prix","produits","régions","Unit","Date","Value"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2017M2","200"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2017M3","203.333333333333"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2017M4","205"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2017M5","205.714285714286"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2017M6","200"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2017M7","202.5"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2017M9","191.666666666667"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2017M10","215"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2017M11","183.333333333333"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2017M12","175"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2018M1","193.75"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2018M2","196.111111111111"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2018M3","197.142857142857"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2018M4","195"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2018M5","200"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2018M6","203.333333333333"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2018M7","206.666666666667"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2018M8","210"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2018M9","210"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2018M10","203.75"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2018M11","199.166666666667"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2018M12","202.5"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2019M1","202.5"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2019M2","203.333333333333"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2019M3","203.333333333333"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2019M4","210"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2019M5","217.5"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2019M6","217.5"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2019M7","216.666666666667"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2019M8","217"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2019M9","221.666666666667"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2019M10","210"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2019M11","220"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2019M12","208.75"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2020M1","205"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2020M2","205"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2020M3","203.333333333333"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2020M4","203.333333333333"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2020M5","225"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2020M6","225"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2020M7","199.285714285714"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2020M8","202.857142857143"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2020M9","203.75"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2020M10","202.222222222222"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2020M11","205.714285714286"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2020M12","206.111111111111"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2021M1","205"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2021M2","211.875"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2021M3","210"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2021M4","215"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2021M5","215"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2021M6","218.333333333333"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2021M7","218"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2021M8","215"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2021M9","268"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2021M10","270"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2021M11","272"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2021M12","285"
"Prix au détail du produit local","Maïs","LOUGA","FCFA/kg","2022M1","275"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2016M1","200"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2016M2","202.5"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2016M3","221"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2016M4","206.25"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2016M5","217.777777777778"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2016M6","242.222222222222"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2016M7","222"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2016M8","225"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2016M9","225"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2016M10","225"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2016M11","225"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2016M12","200"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2017M1","205"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2017M2","205"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2017M3","218.75"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2017M4","225"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2017M5","225"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2017M6","225"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2017M7","225"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2017M8","225"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2017M9","235"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2017M10","250"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2017M11","250"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2017M12","325"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2018M1","300"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2018M2","250"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2018M3","270"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2018M4","260"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2018M5","262.5"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2018M6","250"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2018M7","275"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2018M8","256.666666666667"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2018M9","300"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2018M12","250"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2019M1","245"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2019M2","250"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2019M3","250"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2019M4","245"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2019M5","252.777777777778"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2019M6","292.857142857143"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2019M7","300"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2019M8","300"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2020M1","250"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2020M2","300"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2020M3","300"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2020M4","300"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2020M7","0"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2020M8","250"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2020M9","250"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2020M10","250"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2020M11","300"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2021M1","300"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2021M2","295.833333333333"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2021M3","300"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2021M4","283.333333333333"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2021M5","300"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2021M6","250"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2021M7","250"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2021M8","300"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2021M9","250"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2021M10","300"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2023M3","350"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2023M5","333.333333333333"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2023M6","350"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2023M7","350"
"Prix au détail du produit local","Maïs","MATAM","FCFA/kg","2023M8","350"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2016M1","180"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2016M2","205"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2016M3","220"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2016M4","225"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2016M5","225"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2016M6","185"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2016M7","207"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2016M8","202.5"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2016M9","225"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2016M10","231"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2016M11","200"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2016M12","233.333333333333"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2017M1","200"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2017M2","235.714285714286"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2017M3","242.5"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2017M4","245"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2017M5","244.444444444444"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2017M6","250"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2017M7","250"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2017M8","250"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2017M11","250"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2017M12","250"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2018M1","250"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2018M2","236"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2018M3","218.571428571429"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2018M4","225"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2018M5","214.285714285714"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2018M6","241.666666666667"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2018M7","250"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2018M8","241.666666666667"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2018M9","240"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2018M10","237.5"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2018M11","237.5"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2018M12","238.888888888889"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2019M1","235.714285714286"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2019M2","239.285714285714"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2019M3","236.111111111111"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2019M4","250"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2019M5","250"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2019M6","250"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2019M7","237.5"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2019M8","237.5"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2019M9","242.857142857143"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2019M10","241.666666666667"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2019M11","236.111111111111"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2019M12","238.888888888889"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2020M1","236.111111111111"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2020M2","237.5"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2020M3","237.5"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2020M4","237.5"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2020M5","275"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2020M6","275"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2020M7","277.777777777778"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2020M8","258.333333333333"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2020M9","266.666666666667"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2020M10","278.571428571429"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2020M11","264.285714285714"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2020M12","250"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2021M1","256.25"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2021M2","253.125"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2021M3","262.5"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2021M4","262.5"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2021M7","250"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2021M8","250"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2021M9","263"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2021M10","279"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2021M11","275"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2021M12","275"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2022M1","268.75"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2022M3","300"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2022M4","325"
"Prix au détail du produit local","Maïs","SAINT-LOUIS","FCFA/kg","2022M5","325"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2016M1","186.25"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2016M2","187.5"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2016M3","186.785714285714"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2016M4","186.153846153846"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2016M5","188.888888888889"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2016M6","205"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2016M7","209.444444444444"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2016M8","218.333333333333"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2016M9","235.909090909091"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2016M10","240.769230769231"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2016M11","230"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2016M12","185"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2017M1","202.777777777778"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2017M2","219.583333333333"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2017M3","226.25"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2017M4","214.583333333333"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2017M5","221.538461538462"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2017M6","222.307692307692"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2017M7","237"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2017M8","241.25"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2017M9","236.363636363636"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2017M10","215"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2017M11","203.214285714286"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2017M12","194.615384615385"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2018M1","201.153846153846"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2018M2","195.357142857143"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2018M3","200.454545454545"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2018M4","203.333333333333"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2018M5","180.555555555556"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2018M6","211.818181818182"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2018M7","218.333333333333"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2018M8","223"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2018M9","225"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2018M10","197.727272727273"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2018M11","180"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2018M12","192.222222222222"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2019M1","191.333333333333"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2019M2","201.666666666667"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2019M3","221"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2019M4","225"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2019M5","210"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2019M6","214"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2019M7","190"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2019M8","214"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2019M9","216.666666666667"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2019M10","211.666666666667"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2019M11","225"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2019M12","215"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2020M1","261.666666666667"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2020M2","223.75"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2020M3","210"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2020M4","210"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2020M5","315"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2020M6","315"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2020M7","291.666666666667"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2020M8","255"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2020M9","262.5"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2020M10","206.25"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2020M11","178.75"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2020M12","212.5"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2021M1","213.333333333333"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2021M2","235"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2021M3","255"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2021M4","250"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2021M5","210"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2021M6","210"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2021M7","215"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2021M10","263"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2022M1","250"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2022M3","283.333333333333"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2022M4","312.5"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2022M5","378.75"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2022M6","400"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2022M7","375"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2022M8","383.75"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2022M9","418.75"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2022M10","393.75"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2022M11","400"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2022M12","366.25"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2023M1","375"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2023M2","375"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2023M3","475"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2023M4","425"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2023M5","387.5"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2023M6","387.5"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2023M7","412.5"
"Prix au détail du produit local","Maïs","SEDHIOU","FCFA/kg","2023M8","350"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2016M1","168.75"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2016M2","181.25"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2016M3","171.875"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2016M4","171.875"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2016M5","156.25"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2016M6","155.555555555556"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2016M7","157.142857142857"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2016M8","156.25"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2016M9","169"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2016M10","154.166666666667"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2016M11","162.5"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2016M12","172.916666666667"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2017M1","187.5"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2017M2","188.888888888889"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2017M3","175"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2017M4","163.75"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2017M5","191"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2017M6","205"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2017M7","185.416666666667"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2017M8","214.583333333333"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2017M9","227.083333333333"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2017M10","125"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2017M11","170"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2017M12","166.666666666667"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2018M1","178.421052631579"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2018M2","187.5"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2018M3","168.181818181818"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2018M4","170"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2018M5","146"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2018M6","193.75"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2018M7","191.666666666667"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2018M8","210.714285714286"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2018M9","220"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2018M10","190.909090909091"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2018M11","177.083333333333"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2018M12","198.214285714286"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2019M1","196.428571428571"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2019M2","193.75"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2019M3","201.25"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2019M4","193.75"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2019M5","198.75"
